CustomerID,Gender,Age,SubscriptionType,MonthlyCharges,TenureMonths,NumSupportTickets,AutoRenew,PaymentMethod,Churn
CUST10856,Female,37.82764898017455,Plus,69.40472170991862,36.041570213125176,6.950497244541369,Yes,DebitCard,No
CUST40582,Male,43.93338037453148,Basic,60.7224666281255,62.89413778539899,2.8473949977022253,Yes,DebitCard,No
CUST40032,Female,31.572968377049936,Premium,60.31162134926271,21.528841636801868,7.119931207313956,Yes,PayPal,Yes
CUST21773,Female,21.318016403739662,Basic,69.78554759677567,68.46263909628985,0.0,No,DebitCard,No
CUST59192,Male,64.34215800561348,Premium,92.56266858049511,57.919404117996166,0.0,No,DebitCard,No
CUST15728,Female,28.278500824938533,Premium,13.864349514633966,3.1526028040350513,0.6403628685168156,No,PayPal,No
CUST82731,Male,24.442040064893813,Basic,39.64384513046986,40.96825311878684,0.0,No,PayPal,Yes
CUST15848,Male,25.128963563831373,Basic,45.0347300988889,27.486431388115072,5.1812867696083025,Yes,PayPal,No
CUST99970,Male,48.673597045096905,Basic,67.1588061434537,1.728725103395278,2.2111482189932383,Yes,PayPal,Yes
CUST21829,Male,62.10521655516191,Plus,24.757463430516633,3.7558889508871105,0.0,No,DebitCard,No
CUST42903,Female,31.605697386386225,Plus,97.0934391940459,39.53588266424584,2.9483799735229126,No,CreditCard,No
CUST66205,Male,39.2095237202234,Premium,73.11664241198957,59.00155326968672,0.0,Yes,DebitCard,No
CUST83262,Female,44.128502100569015,Basic,62.557025625861726,28.458409500400304,1.087059558711849,Yes,DebitCard,No
CUST21934,Male,25.99467097820682,Plus,67.92196411883982,65.72523519284461,3.151210011042881,No,CreditCard,Yes
CUST34786,Female,38.05601527977095,Premium,18.594646997588814,65.63394169739425,0.0,No,DebitCard,No
CUST29056,Female,40.05067978671549,Basic,26.48285064263436,39.360663884092,1.9958627662601005,Yes,PayPal,Yes
CUST29457,Male,60.32008563435279,Basic,85.8088152448144,59.721835146319776,5.099165115434381,No,CreditCard,No
CUST99661,Male,50.579790293134586,Basic,58.801537354772556,71.99838534650279,0.13019773445333738,Yes,CreditCard,No
CUST20960,Female,39.888679022037564,Premium,13.85630697024412,42.46225864518724,0.0,No,PayPal,No
CUST58191,Male,69.18779411919702,Plus,80.8047704852494,6.0583375855989905,0.2587199144165948,No,DebitCard,No
CUST89476,Female,66.19570952118279,Basic,84.35278427508824,10.216040132089555,1.195706024450132,Yes,DebitCard,Yes
CUST82307,Female,48.33722440232878,Plus,73.29909337142205,66.75550046730018,1.294054104612592,No,CreditCard,Yes
CUST31722,Female,40.42136394152802,Plus,40.5418980110359,33.91203001763878,0.854162921423074,Yes,CreditCard,No
CUST24812,Female,33.553999085911755,Plus,71.53101192092865,60.990810504670556,2.952070906075457,No,CreditCard,No
CUST29543,Female,55.895981507387276,Premium,23.588081386583344,66.73092747495114,0.0,No,PayPal,Yes
CUST68698,Female,35.89903057571959,Plus,38.466350002660775,20.143378446199748,1.6649042338906082,Yes,DebitCard,Yes
CUST11069,Male,46.447500276487986,Premium,61.343216499845354,63.36286197815321,0.7762440745587333,Yes,CreditCard,Yes
CUST50583,Male,27.708680685407053,Premium,31.63967875477637,38.234797008309755,1.1818239910589114,No,PayPal,Yes
CUST50316,Male,49.06290902092378,Premium,68.42420912250665,11.26255954125699,1.340128618950728,Yes,CreditCard,No
CUST21070,Male,39.13217724600545,Basic,71.66572930181027,14.890160810731787,0.0,Yes,CreditCard,Yes
CUST67787,Female,49.92285896483107,Basic,90.89292600280804,63.34370514298014,3.26300360309402,No,PayPal,No
CUST85265,Female,36.36776024123645,Basic,9.39249818724549,21.686231977528287,0.0,No,CreditCard,No
CUST87447,Male,29.14671757428299,Premium,40.250500917952614,65.61567702812988,0.1849825651243442,Yes,PayPal,No
CUST19444,Female,32.112320777818404,Premium,36.5178789537804,39.064033206821065,0.0,No,CreditCard,No
CUST22241,Female,19.06040689250839,Plus,49.82948402400269,42.7363594088512,0.0,No,PayPal,Yes
CUST31262,Female,64.09958028723106,Basic,82.5184113816988,35.61221349611419,6.209515031118374,No,PayPal,Yes
CUST11713,Female,45.13210895225918,Basic,41.399019304794066,55.741222285227046,0.0,Yes,PayPal,Yes
CUST41728,Female,16.295804533580664,Plus,55.74212500933048,40.06245228172951,0.0,No,CreditCard,No
CUST48651,Male,52.09131303013713,Basic,51.20571148877345,16.40727208652663,0.0,Yes,PayPal,No
CUST34890,Female,66.9304324960868,Premium,31.441528007842916,48.53185736565409,1.8114138500338859,No,CreditCard,No
CUST94163,Male,65.7656896461932,Basic,87.28901156795317,49.51907203301819,5.390155257955152,Yes,PayPal,Yes
CUST74052,Female,34.18415871559667,Premium,38.16665570093401,25.70093406827203,0.19366471957024473,Yes,CreditCard,No
CUST23534,Male,26.876054738237432,Basic,30.702378639560457,51.89160078316459,5.1412453009051315,No,CreditCard,No
CUST37398,Female,35.03913703340145,Premium,71.53034583524335,34.05608892347943,3.04589454762369,Yes,CreditCard,No
CUST34380,Male,54.88484069441171,Premium,54.68807208619199,67.72438652008091,2.1387487880227787,No,PayPal,Yes
CUST38725,Male,35.91309330163814,Basic,16.007458662029293,67.70801166081932,5.011505995402598,Yes,PayPal,No
CUST40310,Male,53.97912183200994,Basic,67.1956062198468,32.05491635571133,0.0,No,PayPal,Yes
CUST70535,Male,41.23285290901115,Basic,15.76402088826941,10.207486301424622,2.178412742564303,No,CreditCard,No
CUST32866,Male,19.3165833239118,Premium,34.0848015867259,63.6694334387562,6.303333649353027,Yes,CreditCard,No
CUST52829,Female,28.262639003410126,Basic,42.033655280330514,23.190605534808707,2.0621974245676062,Yes,PayPal,No
CUST73932,Male,49.21921673579843,Basic,12.867593098911303,26.23084066474678,7.441341918331381,Yes,DebitCard,Yes
CUST16007,Male,22.560379465537686,Premium,73.53183513624047,36.94603843331311,0.0,Yes,PayPal,No
CUST70664,Female,52.12614024865679,Plus,37.75771358966646,51.3121142847002,7.896548391226535,No,CreditCard,No
CUST83163,Female,31.096480429837342,Basic,48.318195076933854,55.84809618727429,4.277748731519209,Yes,DebitCard,Yes
CUST12070,Male,37.53966405051808,Premium,95.67971840661329,6.685721485421453,0.0,Yes,CreditCard,No
CUST26615,Female,43.27993754542877,Premium,51.951632826420266,36.35422188142252,0.0,Yes,PayPal,Yes
CUST65723,Female,59.82277298288306,Basic,31.409131665779263,51.26560372361911,0.853259743927882,Yes,DebitCard,No
CUST44349,Female,17.823191098510016,Basic,34.95017803376818,17.190930706348905,0.38051541375071896,No,CreditCard,No
CUST61755,Male,64.4859292719501,Plus,71.45167598079966,25.23032827099857,1.7042245902929107,No,DebitCard,Yes
CUST32345,Female,56.51804840807795,Basic,18.872373830068437,69.14751059106713,1.0758732442483225,No,CreditCard,Yes
CUST24984,Female,43.89974263592595,Premium,72.99954985975295,33.64849291745676,0.0,Yes,CreditCard,Yes
CUST65956,Female,19.13493610188773,Plus,52.805622904810406,37.93753642183414,1.9615792845542566,No,DebitCard,Yes
CUST59584,Male,57.12538252750907,Premium,56.52218203665603,56.9132082036215,5.2839612665905555,Yes,CreditCard,No
CUST56314,Female,50.33294276019709,Plus,29.33521308557065,72.06650503719695,0.0,Yes,DebitCard,No
CUST43984,Female,27.47503549112046,Premium,41.22894992063097,52.8397989015682,2.8257301297544775,No,DebitCard,Yes
CUST25399,Female,63.323395081448325,Basic,69.77441416290876,25.27987623327066,2.3645354044354963,No,PayPal,Yes
CUST49791,Female,40.89114177303864,Plus,86.26943063269033,37.00196476653283,0.02016762110475856,Yes,CreditCard,No
CUST25863,Male,53.7919502352519,Premium,89.3623996932239,4.308440830326022,4.25569050566646,Yes,CreditCard,No
CUST83978,Male,44.02320829869583,Plus,37.42580250438112,20.57888496999878,3.6195511082294476,Yes,PayPal,Yes
CUST92828,Male,30.95456078848778,Basic,84.22249426204316,24.504337561765674,0.0,No,PayPal,No
CUST52953,Female,61.78508597394777,Basic,67.64688011645497,50.734694521693775,1.2374823264554011,Yes,PayPal,No
CUST95639,Male,38.50121799306005,Premium,49.51536494254671,27.916127584693786,0.0,Yes,PayPal,No
CUST64313,Female,62.07017479528942,Basic,60.089171256776474,36.25496319201259,3.8459690606607535,No,DebitCard,Yes
CUST13017,Male,31.500479893098923,Premium,90.273152666605,19.81226335583985,3.0223350054297926,No,DebitCard,Yes
CUST16172,Male,32.2971905429454,Basic,55.4384905020746,28.12784487097817,1.0258723791373778,No,DebitCard,Yes
CUST54950,Female,55.15111511459866,Plus,92.35836639640631,27.65648306927828,0.0,No,DebitCard,Yes
CUST93053,Male,30.440957614598332,Basic,46.253197659997156,12.15003943981968,2.9596070092304196,Yes,CreditCard,No
CUST72358,Male,60.19812274189983,Premium,84.85081315210398,28.47669267111084,0.0,Yes,CreditCard,Yes
CUST99709,Female,27.2877059120086,Premium,26.780390089552768,32.03736185186039,0.9675864786647393,No,DebitCard,Yes
CUST44944,Male,45.26079916717889,Premium,83.29905108479389,38.6613540339618,2.2854713960780333,Yes,PayPal,No
CUST36610,Male,50.03822590714576,Premium,69.29568533716704,61.380745525856604,1.8038110058891828,No,DebitCard,Yes
CUST10782,Male,45.73170608331085,Basic,82.31166587790784,28.746856582514127,4.279208027773819,Yes,DebitCard,Yes
CUST59107,Female,41.42815267314856,Premium,71.60121003129224,13.526024221935456,0.0,No,DebitCard,No
CUST31422,Female,57.689564323410806,Plus,84.803912037291,45.110610168697754,0.2753241243282539,No,DebitCard,Yes
CUST50588,Male,40.247647828324894,Premium,42.33548807624608,60.506745957378264,3.553690620875285,No,DebitCard,No
CUST15862,Male,38.17105631627165,Basic,62.39879840576639,39.070835931930674,1.6753959021827618,No,CreditCard,Yes
CUST85615,Female,21.983125804357663,Premium,101.88369558037614,56.99362222827444,0.0,No,DebitCard,Yes
CUST71313,Male,15.541706119455778,Basic,20.802092780324063,61.674764213468485,0.8037545354205804,Yes,CreditCard,No
CUST33082,Male,23.69346029676927,Premium,50.742996100851094,43.27276437949938,1.8311745685789136,Yes,CreditCard,No
CUST39284,Female,65.06048429480755,Plus,65.47181433935077,54.89491950119236,0.0,No,CreditCard,No
CUST76785,Male,53.576295520482546,Premium,50.04582637688447,69.2488417299473,0.0,No,PayPal,No
CUST47969,Female,55.76922900320626,Plus,59.09603728199448,39.070568727948796,5.370699022683546,No,DebitCard,Yes
CUST92291,Male,30.84534283683817,Basic,91.44112971283197,36.78783427410055,2.9886368483420833,Yes,CreditCard,No
CUST54134,Female,24.51335733832111,Plus,90.15440882862848,25.508488217906187,0.0,Yes,PayPal,No
CUST37188,Female,25.768369668418575,Basic,47.76629977024722,44.64313172519291,4.0415133826086045,Yes,CreditCard,No
CUST16514,Female,58.7509068098676,Premium,97.334255077147,4.430572892569334,2.36697897931582,Yes,PayPal,No
CUST40430,Male,29.589857758056475,Plus,26.77150337460564,33.76387765073031,1.506159396386578,No,CreditCard,Yes
CUST87135,Male,45.58789161872139,Basic,52.93645401143206,63.82817654156552,6.763972577310764,No,DebitCard,No
CUST46548,Male,58.98297154714849,Premium,36.845762181244616,38.53079672491012,0.2815647987192593,No,DebitCard,Yes
CUST80914,Female,36.71677523937901,Premium,55.0396286890536,33.47123945408324,5.810951106687024,Yes,PayPal,Yes
CUST88920,Female,34.36828388196108,Premium,11.310797871214497,6.864608969703557,3.8877129537573745,No,CreditCard,Yes
CUST55536,Female,35.898430647615974,Premium,67.29185397135448,31.23442406267904,2.206347381576674,Yes,DebitCard,No
CUST98581,Male,47.64746162604884,Basic,97.50534614281001,54.9210471266387,3.434354478300994,Yes,PayPal,Yes
CUST50773,Female,21.09850973681102,Premium,89.66485425191553,55.28991501973254,1.5088005830775777,No,PayPal,Yes
CUST46065,Female,38.13285648093324,Plus,46.9105947660836,10.491902317623756,1.3090113265738161,Yes,PayPal,Yes
CUST46597,Female,54.60709713542688,Premium,55.104182007859684,49.2867592851698,0.20963350507244327,Yes,CreditCard,Yes
CUST48974,Male,55.548085911398196,Basic,87.54490783985086,61.61605716684716,0.0,Yes,PayPal,Yes
CUST68929,Female,54.88145449912179,Premium,71.5494445067267,61.484694501884626,0.0,No,DebitCard,No
CUST35685,Female,49.42686012675464,Plus,69.49454767721242,12.513584937679454,0.0,No,CreditCard,Yes
CUST83022,Female,17.948595396249978,Basic,32.45198923424366,19.21033964314672,0.5254901435954428,No,PayPal,Yes
CUST70241,Male,48.11697833665411,Plus,12.730992544316154,36.47493105872602,5.96327067189159,Yes,CreditCard,No
CUST80171,Female,40.10221779289619,Plus,63.255524185983795,71.12954978336943,0.9182303848178257,No,DebitCard,Yes
CUST36312,Male,54.855410855803655,Plus,62.47933226530395,18.845353142940436,2.384329538738536,No,PayPal,No
CUST69019,Male,34.04473417441086,Plus,66.3469458473301,12.778948135072435,2.300163620855935,No,DebitCard,No
CUST97901,Female,44.85020003108179,Basic,56.81176575932774,25.45956606173828,5.908607100227378,Yes,CreditCard,Yes
CUST81022,Male,35.55187169709944,Plus,27.64099049332811,68.72758856818913,2.7643981453423687,Yes,PayPal,No
CUST77926,Male,34.9851711567494,Basic,20.8896522703231,19.727404988301483,3.368822956344581,No,DebitCard,Yes
CUST70941,Female,30.338065454313032,Premium,85.12749810691307,11.54225509101737,1.0238379015874697,No,DebitCard,No
CUST55357,Female,58.47953891027956,Basic,11.526368452318446,22.238338679829592,1.5983635970953831,Yes,DebitCard,No
CUST30496,Female,22.762592426579573,Basic,38.041448549935915,10.455732353534522,0.0,No,PayPal,No
CUST81129,Male,45.72476282730126,Plus,84.56061956496956,4.583718926851398,2.486393399762643,Yes,PayPal,No
CUST16327,Female,37.30015153205225,Basic,79.92543011292565,33.623936925679004,4.096964981197932,No,DebitCard,No
CUST24912,Male,40.68754437071979,Basic,57.84513825252363,60.112525344913664,0.8104168137309624,Yes,PayPal,No
CUST13787,Female,25.477641307470027,Plus,73.9541657375237,34.070033298079316,0.29772532674501045,Yes,DebitCard,Yes
CUST90935,Male,55.59732063155331,Premium,83.78043617192714,26.73891884794039,1.885175449284767,Yes,DebitCard,No
CUST73754,Male,37.07794828304644,Premium,41.0008918606452,58.06618840387464,0.0,No,DebitCard,Yes
CUST48156,Female,50.38149810493203,Plus,96.51538464279615,59.36989909076824,1.9146333132520819,No,CreditCard,No
CUST30770,Male,49.51052725570722,Basic,84.93669277959407,0.552208504734466,4.180813167752584,Yes,CreditCard,Yes
CUST68306,Female,45.73740771866543,Basic,42.024674752258115,61.59187478449875,5.249180764632141,Yes,DebitCard,No
CUST98007,Male,51.61391162721837,Basic,14.720500513320992,46.51365423761866,6.183943143050218,Yes,CreditCard,Yes
CUST32806,Male,66.86524839367813,Premium,16.075957989516546,70.46593390205717,2.7649266416611695,No,CreditCard,Yes
CUST86630,Male,14.798788980602819,Plus,76.32836389521377,51.40522159503049,0.0,Yes,DebitCard,No
CUST41957,Male,51.1779317353801,Plus,53.28879749538526,9.499854113702295,4.790649972771947,No,CreditCard,No
CUST96261,Male,69.86947383128039,Plus,54.47887210102314,59.9782840693908,0.2088761450741733,Yes,DebitCard,Yes
CUST40711,Female,61.371376862029635,Premium,81.7684408342388,70.85930358293321,5.416860251588609,Yes,DebitCard,Yes
CUST68916,Male,24.116784644863202,Premium,25.110340270312644,54.14540458949334,3.630230220353511,No,CreditCard,No
CUST78466,Male,32.96406575224367,Plus,33.3632097531373,62.703030314730945,2.2964302021536236,Yes,PayPal,No
CUST16776,Male,65.04694988760563,Plus,95.29760836229357,31.26452745278911,0.8317644138220768,No,CreditCard,No
CUST29998,Female,60.34563097145494,Premium,43.60930042517757,67.45058240044709,2.5210873457939464,No,DebitCard,Yes
CUST69545,Male,67.37312593009923,Plus,81.08035996423477,30.087673557206166,0.09716569101662424,No,CreditCard,Yes
CUST31007,Female,59.790587822835064,Premium,21.183136116935543,23.857449142423345,0.9092294521122941,Yes,CreditCard,No
CUST25408,Female,61.27403912483791,Plus,48.31929633850376,33.61040418457416,3.0876228896754965,Yes,CreditCard,Yes
CUST44121,Male,36.496735088006645,Plus,53.62024291051385,66.31135700931922,0.0,Yes,DebitCard,No
CUST15224,Male,42.20180765272891,Premium,15.276261453809408,46.05893017814694,3.0037045020869266,Yes,DebitCard,No
CUST38539,Male,67.03056013410345,Basic,80.79638020213457,63.95685315576972,2.756890654766262,No,DebitCard,No
CUST41587,Female,40.53421106105637,Basic,77.50660927946568,15.029549026250695,4.429907517371421,Yes,CreditCard,No
CUST87248,Female,33.203194438713425,Premium,22.808936233184852,51.587954542127754,3.1341776971871127,No,DebitCard,No
CUST21930,Female,20.775428341800794,Plus,30.15774214648341,18.15848477586438,0.22954713990542575,No,CreditCard,No
CUST49268,Female,55.784740000718536,Plus,68.39469022970052,5.944180595845991,6.917147491893225,Yes,PayPal,Yes
CUST62422,Female,39.867850333501714,Basic,11.767799317457866,21.555878772996806,0.0,Yes,DebitCard,No
CUST62756,Female,19.416825800471855,Basic,44.33382435615718,50.507540602925566,0.0,No,CreditCard,Yes
CUST20383,Male,52.85900775213903,Basic,24.791007472473908,28.76613190893375,1.8271749922754095,No,DebitCard,Yes
CUST12116,Male,42.229546693447126,Plus,40.93686016351584,32.568190358917214,1.9385311641364493,No,DebitCard,No
CUST48353,Male,48.126262321403644,Basic,22.353726250580205,40.83522984948729,3.381206125529213,Yes,CreditCard,No
CUST12819,Female,32.45345143029057,Plus,22.617806847298553,6.518246010611317,0.0,No,CreditCard,Yes
CUST41261,Male,30.102594491708594,Basic,15.727770378115297,73.39139646099727,1.2948813679426592,Yes,PayPal,Yes
CUST31799,Female,69.36167120658334,Plus,72.26600043999666,44.78409015733617,1.152174688623233,Yes,PayPal,No
CUST28237,Male,26.181891707963636,Premium,71.9905349828333,65.07763439850935,6.085196367859749,Yes,DebitCard,Yes
CUST70280,Female,62.22275728557884,Basic,25.54200358766779,16.01399357404046,1.7097004236514541,No,DebitCard,No
CUST75160,Male,60.71938976584976,Premium,80.65067511878624,26.91845513597967,2.6128379938323887,Yes,CreditCard,No
CUST35130,Female,49.70054755888275,Premium,81.68404950281369,41.860548462312295,0.0,No,CreditCard,No
CUST26640,Female,55.102407328837785,Basic,96.93305805249807,66.81533021247785,3.8258290016377674,No,PayPal,Yes
CUST55456,Male,35.706532258545366,Plus,15.427195748461626,18.94725989853543,2.0271753249019393,No,DebitCard,No
CUST62605,Female,34.50386686721225,Basic,30.394166602103095,64.9295443238508,0.6217916942945672,Yes,PayPal,No
CUST73023,Female,68.20488053522857,Premium,73.0285304955137,41.79695486585231,0.0,Yes,CreditCard,Yes
CUST35856,Male,35.30079653069625,Basic,42.744737392188654,63.427367537870126,0.0,No,DebitCard,No
CUST17494,Male,48.50442961983647,Premium,76.22814505862294,16.503490560875616,1.3622053666641682,Yes,CreditCard,Yes
CUST31278,Female,15.811100645936799,Basic,95.50913882409922,37.83481860489305,2.590706284816408,No,PayPal,No
CUST43774,Female,44.91019920395295,Basic,78.04389097373702,53.13239962589431,7.792710473847244,No,DebitCard,No
CUST93935,Female,49.65137345601077,Premium,62.79736674636627,45.81426334958826,1.0060858883143802,Yes,DebitCard,Yes
CUST58814,Female,20.525721760397225,Plus,52.80299895089117,44.91750211246067,0.17124964186088476,No,CreditCard,Yes
CUST25346,Female,59.397250306470085,Plus,16.092261304368648,20.70627137061443,1.5789498101148522,Yes,DebitCard,Yes
CUST93092,Female,68.6458086115292,Premium,53.21133552995096,59.87551977459766,2.3225004475952415,Yes,CreditCard,No
CUST95998,Male,56.756190077253436,Plus,67.60057547799126,37.52447143343597,0.0,No,PayPal,Yes
CUST69516,Male,23.522253988092192,Plus,78.04053976846144,26.84023131314816,0.0,Yes,CreditCard,Yes
CUST18874,Male,20.11715955869754,Plus,89.66989547427227,69.26554824888336,4.9526323930786305,No,PayPal,No
CUST45108,Male,42.68429915296129,Premium,17.83886801112455,14.428056877515573,1.5555650743128924,Yes,CreditCard,Yes
CUST20879,Female,39.36933908779593,Premium,81.94835111417156,55.03489951082894,0.7280608038808777,Yes,PayPal,Yes
CUST55665,Female,20.36005742681884,Premium,66.17788340924353,14.139230440683226,0.47139721842143845,Yes,CreditCard,No
CUST98027,Female,30.022974162059203,Premium,26.902751237865306,34.475326883233905,3.1387010084951616,No,CreditCard,Yes
CUST71703,Male,51.672746818292914,Plus,80.45121085109139,12.192024700068648,1.0641638767089576,No,DebitCard,Yes
CUST74585,Male,71.79045683647375,Plus,79.16901193693108,24.473830878032235,2.3443205926492525,No,PayPal,Yes
CUST31126,Female,46.751970212360675,Plus,50.47753168765232,28.29454885863451,0.06820420365716968,Yes,DebitCard,No
CUST85745,Male,35.56017217965015,Basic,31.039961262166173,46.742827620940716,2.1808753504068,Yes,CreditCard,Yes
CUST22928,Male,23.86228140782945,Plus,41.46698015406739,67.69605791196952,0.0,Yes,CreditCard,No
CUST10834,Male,25.288308898292833,Premium,11.774575169101087,56.77274210940555,1.4138621407032324,Yes,CreditCard,No
CUST47021,Female,34.78164334184648,Basic,96.97549303059208,33.46839035219119,1.384619455248061,No,CreditCard,No
CUST51537,Male,69.76374787101086,Basic,84.83864158533878,3.2937504323526614,1.4179376626702473,No,PayPal,Yes
CUST76419,Male,27.071366703021052,Plus,23.04666437061167,54.79267522208813,0.42559952755548636,No,DebitCard,Yes
CUST16426,Male,35.54878479265592,Premium,38.81315719720218,64.54369685744479,1.1513983135953003,No,PayPal,No
CUST86275,Female,33.40249798844778,Basic,74.97718568340775,21.177574976773553,1.5078479165216334,No,DebitCard,No
CUST70392,Female,41.04815072977884,Premium,83.67559531901324,37.451166188799625,3.5614426643650217,Yes,PayPal,Yes
CUST10371,Female,44.57107761282167,Plus,44.74967138241518,56.97176445608228,7.562971781175115,Yes,CreditCard,No
CUST29476,Male,70.22145098692917,Plus,54.90101655745358,60.08190737831738,0.0,Yes,DebitCard,No
CUST96341,Female,27.404041736927834,Basic,21.754063820404262,51.825140474855175,0.0,No,PayPal,Yes
CUST35649,Male,19.130087583277117,Premium,93.42940844583887,3.839317114199763,0.0574452954236786,No,PayPal,Yes
CUST71422,Female,16.221183021586008,Plus,54.95099240375706,42.44533360727201,0.9811437765993062,No,CreditCard,Yes
CUST53287,Male,64.18987392704172,Plus,96.28729555480372,11.81889827243731,6.577346171964421,Yes,CreditCard,Yes
CUST27612,Female,63.08088050659958,Plus,18.804142116325874,51.73942706748934,1.6256442158717626,No,CreditCard,No
CUST76532,Female,50.402057776588585,Plus,15.199987302891026,11.48153200657541,0.8000472310858158,Yes,CreditCard,No
CUST20997,Female,42.41384261304203,Basic,76.88169149714187,18.976795329155628,2.53127562817788,Yes,PayPal,Yes
CUST95050,Male,32.47731623914621,Premium,90.58075596250623,40.16713591202107,5.13161009418517,Yes,DebitCard,Yes
CUST90403,Female,39.809583831835305,Basic,81.0429173141721,37.50585525559225,4.139089728386169,No,PayPal,No
CUST12964,Female,47.937460372864535,Basic,81.57712847411618,40.05201642287694,0.0,No,PayPal,Yes
CUST48220,Male,49.63041446297912,Premium,18.989688511487962,3.4720188242375123,3.42944997000359,Yes,CreditCard,Yes
CUST25142,Female,39.61188810301183,Plus,57.415606670173865,56.28938880375281,0.0,Yes,DebitCard,No
CUST71101,Male,24.205618926903053,Basic,43.12198377934766,72.67240349527161,0.0,No,CreditCard,No
CUST76796,Female,62.86262866297257,Plus,70.68616630179383,18.437883478244913,4.850666930543081,Yes,PayPal,Yes
CUST77079,Female,43.60724039557235,Premium,36.3268323220135,33.73186951564901,0.46254075357160496,Yes,CreditCard,No
CUST32303,Male,54.578525210848504,Plus,58.18535807502903,70.75445676235233,1.207520424908807,Yes,CreditCard,Yes
CUST18665,Female,42.373141929808575,Premium,36.017832887350224,54.70039361613013,3.1429279650299757,No,CreditCard,Yes
CUST16121,Female,44.326196563215255,Plus,48.04924513821246,4.750505291371834,1.0775478136166068,No,CreditCard,No
CUST55919,Male,47.82496717413339,Premium,13.039720641556423,1.0005370337414563,1.8983846135223637,Yes,DebitCard,No
CUST83472,Female,25.075632109907446,Plus,52.06451532762867,13.6078558424515,3.8402336308049994,Yes,PayPal,No
CUST31050,Male,68.37572474100578,Basic,57.446432828195725,58.389620227372276,5.498005828111115,No,DebitCard,Yes
CUST60043,Male,51.60650824659988,Basic,35.023993802048686,49.11699053354398,2.012284962225185,No,DebitCard,Yes
CUST99908,Female,68.50650460755196,Plus,15.413601354103797,14.369676519221503,0.0,No,CreditCard,Yes
CUST71870,Female,36.7386344071507,Premium,55.18951882260291,64.11803326837506,3.152294839049672,No,DebitCard,No
CUST53028,Female,51.84972234269316,Plus,19.996148780000773,13.88961291744845,2.596895286106756,No,CreditCard,Yes
CUST57786,Female,20.38921965078861,Basic,62.708858490513144,15.143861781630184,3.4787138617412805,No,CreditCard,Yes
CUST66697,Female,55.901916039438944,Premium,86.01675639434534,45.42805159934126,0.0,No,CreditCard,Yes
CUST25815,Male,47.65946216507859,Basic,59.475007176188335,58.72408792879787,0.0,Yes,PayPal,No
CUST21253,Female,46.50609018827545,Basic,40.48018096624654,41.037089410205716,0.0,Yes,PayPal,Yes
CUST71320,Male,30.28518151597531,Basic,11.91519588994394,67.1350489843085,0.93588572972396,Yes,CreditCard,No
CUST89110,Female,54.87222501017877,Basic,15.547960547768806,64.72433117000296,0.0,Yes,PayPal,No
CUST88037,Male,43.304196425810275,Premium,76.21929572662661,31.820642591107617,0.8686541183054204,Yes,CreditCard,No
CUST95608,Male,36.087308371877604,Basic,31.121437395960005,12.814599951698245,2.516163885315632,No,DebitCard,No
CUST66655,Female,44.66894162767881,Basic,67.29501928428219,39.058866753643606,1.1721653039252748,No,CreditCard,No
CUST91792,Female,68.70786470132313,Basic,84.81978399561505,35.34851700016393,0.0,No,CreditCard,Yes
CUST44677,Male,47.60810844607669,Premium,88.34060848218375,37.96544907489514,2.8692820038779514,No,PayPal,No
CUST57806,Female,22.34517785389895,Plus,88.17246469900873,26.166706415822024,1.4109141328875276,Yes,DebitCard,Yes
CUST15242,Male,35.81238557010176,Premium,68.68599047405118,25.53519638963512,2.678383467205662,Yes,DebitCard,Yes
CUST86754,Male,32.150173332007355,Basic,35.81876072725348,28.628126637919955,0.0,Yes,DebitCard,Yes
CUST22829,Male,18.633674804968145,Basic,61.63294460374945,67.22580704581013,0.0,No,CreditCard,Yes
CUST31655,Female,70.41206397603757,Plus,12.349685322210517,35.10241091274083,3.90113180382688,No,DebitCard,No
CUST94492,Female,17.807327216936443,Basic,73.77532760201501,48.25830398301746,2.8492380342997703,Yes,DebitCard,No
CUST73086,Male,40.710396575663566,Premium,50.29464463019659,32.783456907960385,0.0,Yes,PayPal,Yes
CUST16650,Male,54.088408889985956,Plus,76.08312143465918,21.656794203981956,3.919432125843337,No,DebitCard,No
CUST77103,Male,58.06051010898676,Plus,30.399669128013105,36.65299110534224,6.768945097074821,Yes,CreditCard,Yes
CUST97895,Female,56.33968788010226,Basic,96.74757997874175,65.45074498477045,2.633787686784745,No,PayPal,Yes
CUST69754,Male,59.936600122167164,Basic,64.48341572098258,64.2204757537929,3.1585585947201684,No,DebitCard,No
CUST77568,Female,25.189421121319903,Plus,54.7411088616993,18.788065492397482,0.0,Yes,DebitCard,No
CUST97638,Male,32.861980241055306,Basic,63.55772240575973,24.873401625719772,0.0,Yes,CreditCard,No
CUST96256,Male,58.62583756685357,Basic,47.677815715152704,50.49424970440615,0.0,Yes,PayPal,No
CUST27289,Male,33.23258950771742,Plus,53.001178363141804,24.763358653402847,0.21307145105388547,No,CreditCard,No
CUST99554,Male,29.585014730702618,Plus,54.91775191974303,24.24910423518423,3.1570201983093913,No,CreditCard,No
CUST40868,Male,54.97119897471546,Premium,96.83995686562044,65.72978537340927,2.900765313367577,No,DebitCard,Yes
CUST28334,Female,60.40804707281461,Basic,86.67050125174922,66.10854720382723,1.5233318838876697,No,DebitCard,Yes
